State,Poll Source,Poll Date,Sample Size,Reported Proportion for Biden,Reported Proportion for Trump,Estimated p hat Biden wins,Estimated std dev,Grade,Bias
Georgia,Mason-Dixon,1/09/2020,625.0,46.5,53.5,0.465,0.019950939827486823,B+,R +0.7
Hawaii,MRG Research,10/16/2020,988.0,66.5,33.5,0.665,0.015016017089453822,0,0
Hawaii,Axios / SurveyMonkey,10/01/2020,474.0,66.5,33.5,0.665,0.02167924010376732,D-,D +5.6
Hawaii,MRG Research,8/05/2020,975.0,63.5,36.5,0.635,0.015418104576047885,0,0
Idaho,Axios / SurveyMonkey,10/17/2020,1364.0,40.0,60.0,0.4,0.013264730648561457,D-,D +5.6
Idaho,Spry Strategies,9/07/2020,600.0,37.0,63.0,0.37,0.019710403344427023,0,0
Illinois,Axios / SurveyMonkey,10/17/2020,7469.0,61.5,38.5,0.615,0.005630366855528603,D-,D +5.6
Illinois,Victory Research,9/28/2020,1208.0,56.5,43.5,0.565,0.01426380474585286,0,0
Indiana,SurveyUSA,10/14/2020,527.0,46.5,53.5,0.465,0.021726914726426568,0,0
Indiana,Change Research,9/10/2020,1033.0,43.0,57.0,0.43,0.015403573842614544,0,0
Indiana,Morning Consult,8/05/2020,900.0,41.5,58.5,0.415,0.016424067705656843,0,0
Indiana,Change Research,4/19/2020,1021.0,43.5,56.5,0.435,0.015515150094928777,0,0
Iowa,YouGov/CBS News,10/11/2020,1035.0,50.0,50.0,0.5,0.015541746804005229,B,D +0.4
Iowa,Quinnipiac,10/07/2020,1205.0,52.5,47.5,0.525,0.014385764055790699,B+,D +0.2
Iowa,Civiqs,10/07/2020,756.0,50.5,49.5,0.505,0.018183914922391214,0,0
Iowa,RABA Research,9/30/2020,780.0,51.0,49.0,0.51,0.01789929091848656,0,0
Iowa,Monmouth University,9/24/2020,402.0,47.0,53.0,0.47,0.024892805010555408,0,0
Iowa,NY Times / Siena College,9/24/2020,501.0,51.5,48.5,0.515,0.022328298059000756,A+,R +0.4
Iowa,Selzer & Company,9/22/2020,658.0,50.0,50.0,0.5,0.019492029389636262,A+,D +0.2
Iowa,Fabrizio Ward / Hart Research,9/10/2020,800.0,49.0,51.0,0.49,0.017674133642133636,0,0
Iowa,RMG Research,8/06/2020,500.0,49.5,50.5,0.495,0.0223595617130569,0,0
Iowa,Monmouth University,8/05/2020,401.0,48.5,51.5,0.485,0.0249575699789036,0,0
Iowa,Public Policy,7/28/2020,1118.0,49.5,50.5,0.495,0.014952967409415707,B,D +0.4
Iowa,Spry Strategies,7/22/2020,701.0,51.0,49.0,0.51,0.018880962039369103,0,0
Iowa,Selzer & Company,6/15/2020,674.0,49.5,50.5,0.495,0.019258317406188614,A+,D +0.2
Iowa,Civiqs,6/09/2020,865.0,50.0,50.0,0.5,0.017000510022951148,0,0
Iowa,Public Policy,6/05/2020,963.0,49.5,50.5,0.495,0.016111469183545505,B,D +0.4
Iowa,Public Policy,5/04/2020,1222.0,49.0,51.0,0.49,0.014300378258305112,B,D +0.4
Iowa,Selzer & Company,3/11/2020,667.0,45.0,55.0,0.45,0.019263033711389203,A+,D +0.2
Iowa,NY Times / Siena College,1/25/2020,1689.0,49.0,51.0,0.49,0.012163772902581553,A+,R +0.4
Iowa,Public Policy,1/08/2020,964.0,48.5,51.5,0.485,0.016096667266718153,B,D +0.4
Kansas,Axios / SurveyMonkey,10/17/2020,1972.0,46.5,53.5,0.465,0.011231814239721855,D-,D +5.6
Kansas,Civiqs,9/30/2020,677.0,45.0,55.0,0.45,0.019120236829741576,0,0
Kansas,SurveyUSA,8/12/2020,1202.0,46.5,53.5,0.465,0.014386366951963206,0,0
Kansas,Public Policy,8/07/2020,864.0,46.5,53.5,0.465,0.01696861891191436,B,D +0.4
Kansas,Civiqs,6/02/2020,699.0,44.0,56.0,0.44,0.01877507860270927,0,0
Kansas,Public Policy,3/12/2020,1567.0,44.0,56.0,0.44,0.012539662665219446,B,D +0.4
Kansas,DFM Research,2/10/2020,600.0,46.0,54.0,0.46,0.020346989949375806,0,0
Kentucky,Axios / SurveyMonkey,10/17/2020,2525.0,41.5,58.5,0.415,0.009805534908993243,D-,D +5.6
Kentucky,Quinnipiac,9/16/2020,1164.0,40.0,60.0,0.4,0.014359163172354762,B+,D +0.2
Kentucky,Quinnipiac,8/06/2020,909.0,45.5,54.5,0.455,0.016516651597039814,B+,D +0.2
Kentucky,Morning Consult,8/04/2020,793.0,38.0,62.0,0.38,0.01723657801565571,0,0
Kentucky,Spry Strategies,7/22/2020,600.0,37.0,63.0,0.37,0.019710403344427023,0,0
Kentucky,Civiqs,6/18/2020,898.0,40.0,60.0,0.4,0.016348106283743936,0,0
Kentucky,Public Policy,5/20/2020,1104.0,42.0,58.0,0.42,0.014854365483353487,B,D +0.4
Louisiana,Trafalgar Group,10/14/2020,1048.0,41.0,59.0,0.41,0.015192781532261397,0,0
Louisiana,Axios / SurveyMonkey,10/01/2020,2475.0,39.0,61.0,0.39,0.009804142600003946,D-,D +5.6
Louisiana,Trafalgar Group,8/24/2020,1002.0,42.0,58.0,0.42,0.01559210609427379,0,0
Maine,Pan Atlantic Research,10/15/2020,600.0,55.0,45.0,0.55,0.020310096011589902,0,0
Maine,Bangor Daily News,10/06/2020,466.0,55.5,44.5,0.555,0.02302149583294418,0,0
Maine,Colby College,9/25/2020,847.0,55.5,44.5,0.555,0.017075946752582956,0,0
Maine,Suffolk University,9/21/2020,500.0,56.0,44.0,0.56,0.02219909908081857,0,0
Maine,NY Times / Siena College,9/18/2020,663.0,58.5,41.5,0.585,0.01913573804660367,A+,R +0.4
Maine,Quinnipiac,9/16/2020,1183.0,60.5,39.5,0.605,0.014212938041687178,B+,D +0.2
Maine,Fabrizio Ward / Hart Research,9/10/2020,800.0,57.0,43.0,0.57,0.017503571064214296,0,0
Maine,Bangor Daily News,8/11/2020,500.0,54.0,46.0,0.54,0.022289010745208053,0,0
Maine,RMG Research,8/10/2020,500.0,55.5,44.5,0.555,0.022224985939253147,0,0
Maine,Quinnipiac,8/06/2020,807.0,57.5,42.5,0.575,0.01740169770521095,B+,D +0.2
Maine,Colby College,7/28/2020,888.0,56.0,44.0,0.56,0.016657655221473323,0,0
Maine,Public Policy,7/28/2020,962.0,55.5,44.5,0.555,0.01602282026457169,B,D +0.4
Maine,Public Policy,7/06/2020,1022.0,55.5,44.5,0.555,0.01554536949448795,B,D +0.4
Maine,Public Policy,3/05/2020,782.0,55.0,45.0,0.55,0.017790339054747226,B,D +0.4
Maryland,Goucher College,10/08/2020,776.0,65.5,34.5,0.655,0.01706472668715255,0,0
Maryland,Change Research,10/07/2020,650.0,64.5,35.5,0.645,0.018768836691953786,0,0
Maryland,OpinionWorks,9/25/2020,753.0,66.0,34.0,0.66,0.017262907290705412,0,0
Maryland,Gonzales Research,5/26/2020,810.0,62.0,38.0,0.62,0.01705474120386657,B/C,R +2.1
Maryland,Goucher College,2/25/2020,718.0,62.5,37.5,0.625,0.018067306844177726,0,0
Massachusetts,Axios / SurveyMonkey,10/17/2020,4077.0,70.0,30.0,0.7,0.007176939605743426,D-,D +5.6
Massachusetts,Axios / SurveyMonkey,10/01/2020,2655.0,67.0,33.0,0.67,0.009125614289361133,D-,D +5.6
Massachusetts,Emerson College,8/28/2020,763.0,69.0,31.0,0.69,0.01674337959186478,0,0
Massachusetts,UMass Amherst/WCVB,8/14/2020,500.0,66.5,33.5,0.665,0.021108055334397816,B/C,R +6.1
Massachusetts,WBUR,8/12/2020,501.0,68.0,32.0,0.68,0.020840617489060857,0,0
Massachusetts,MassINC,7/28/2020,797.0,66.0,34.0,0.66,0.016779625573263575,A/B,R +2.4
Massachusetts,Emerson College,5/07/2020,740.0,65.0,35.0,0.65,0.017533751236755712,0,0
Massachusetts,UMass Lowell,5/07/2020,1000.0,64.0,36.0,0.64,0.015178932768808221,A/B,R +0.8
Michigan,Hill-HarrisX,10/16/2020,1289.0,55.5,44.5,0.555,0.013842038038796677,0,0
Michigan,Trafalgar Group,10/16/2020,1025.0,49.5,50.5,0.495,0.015616595300528467,0,0
Michigan,RMG Research,10/15/2020,800.0,53.0,47.0,0.53,0.017645821035021294,0,0
Michigan,EPIC-MRA,10/14/2020,600.0,54.5,45.5,0.545,0.020329576155608032,0,0
Michigan,Ipsos/Reuters,10/13/2020,620.0,54.0,46.0,0.54,0.020016122533855617,B-,D +0.5
Michigan,Morning Consult,10/13/2020,1710.0,53.5,46.5,0.535,0.01206161084351302,0,0
Michigan,NY Times / Siena College,10/12/2020,614.0,54.0,46.0,0.54,0.020113683416677294,A+,R +0.4
Michigan,YouGov/CBS News,10/11/2020,1190.0,53.0,47.0,0.53,0.01446816267161926,B,D +0.4
Michigan,Baldwin Wallace Univ.,10/11/2020,1134.0,53.5,46.5,0.535,0.014811424876706052,C/D,D +8.3
Michigan,Redfield & Wilton,10/09/2020,700.0,54.0,46.0,0.54,0.01883765226500221,0,0
Michigan,Emerson College,10/08/2020,716.0,55.0,45.0,0.55,0.018592213183519935,0,0
Michigan,CNBC/Change Research,10/06/2020,676.0,54.0,46.0,0.54,0.019169131991349404,C-,D +1.6
Michigan,Ipsos/Reuters,10/06/2020,709.0,54.0,46.0,0.54,0.01871770844171064,B-,D +0.5
Michigan,Glengariff Group,10/05/2020,600.0,54.5,45.5,0.545,0.020329576155608032,0,0
Michigan,Redfield & Wilton,10/02/2020,785.0,54.5,45.5,0.545,0.017773342953570186,0,0
Michigan,Public Policy,10/02/2020,746.0,53.0,47.0,0.53,0.018273319597579458,B,D +0.4
Michigan,Trafalgar Group,9/30/2020,1042.0,51.0,49.0,0.51,0.015486357069314621,0,0
Michigan,NBC News/Marist,9/27/2020,799.0,54.0,46.0,0.54,0.017632033653650233,A+,R +0.4
Michigan,Trafalgar Group,9/24/2020,1015.0,49.5,50.5,0.495,0.015693335788714263,0,0
Michigan,Univ. of Wisconsin-Madison,9/24/2020,641.0,53.0,47.0,0.53,0.019713232724791196,B/C,D +4.1
Michigan,Baldwin Wallace Univ.,9/23/2020,1001.0,54.0,46.0,0.54,0.015752836193900076,C/D,D +8.3
Michigan,CNBC/Change Research,9/23/2020,568.0,54.0,46.0,0.54,0.02091229168842984,C-,D +1.6
Michigan,Ipsos/Reuters,9/22/2020,637.0,52.5,47.5,0.525,0.019785942395638283,B-,D +0.5
Michigan,MRG,9/22/2020,600.0,52.5,47.5,0.525,0.020386883037875114,B/C,R +5.5
Michigan,Redfield & Wilton,9/18/2020,930.0,55.0,45.0,0.55,0.01631346168837456,0,0
Michigan,EPIC-MRA,9/18/2020,600.0,54.0,46.0,0.54,0.020346989949375806,0,0
Michigan,Rasmussen Reports,9/10/2020,1000.0,54.0,46.0,0.54,0.015760710643876435,C+,R +1.6
Michigan,Benenson / GS Strategy,9/10/2020,1600.0,53.5,46.5,0.535,0.012469337392179265,B/C,D +3.8
Michigan,CNBC/Change Research,9/09/2020,876.0,53.0,47.0,0.53,0.016862998861222972,C-,D +1.6
Michigan,Redfield & Wilton,9/08/2020,967.0,55.5,44.5,0.555,0.01598134253445945,0,0
Michigan,Glengariff Group,9/08/2020,600.0,52.5,47.5,0.525,0.020386883037875114,0,0
Michigan,Public Policy,9/01/2020,897.0,52.0,48.0,0.52,0.01668115312456598,B,D +0.4
Michigan,Morning Consult,9/01/2020,,55.0,45.0,0.55,,0,0
Michigan,Trafalgar Group,8/28/2020,1048.0,49.0,51.0,0.49,0.015441962261101484,0,0
Michigan,CNBC/Change Research,8/26/2020,809.0,53.0,47.0,0.53,0.01754739300397908,C-,D +1.6
Michigan,Civiqs,8/21/2020,631.0,51.5,48.5,0.515,0.019895726591621574,0,0
Michigan,Redfield & Wilton,8/21/2020,812.0,56.0,44.0,0.56,0.017419766814227706,0,0
Michigan,CNBC/Change Research,8/12/2020,413.0,52.5,47.5,0.525,0.024572618080335555,C-,D +1.6
Michigan,Univ. of Wisconsin-Madison,8/10/2020,761.0,52.0,48.0,0.52,0.018110480046548343,B/C,D +4.1
Michigan,EPIC-MRA,8/07/2020,600.0,55.5,44.5,0.555,0.02028854356527348,0,0
Michigan,Public Policy,8/03/2020,876.0,53.0,47.0,0.53,0.016862998861222972,B,D +0.4
Michigan,Redfield & Wilton,7/30/2020,811.0,56.0,44.0,0.56,0.017430503189246514,0,0
Michigan,CNBC/Change Research,7/29/2020,413.0,52.0,48.0,0.52,0.024583700972613864,C-,D +1.6
Michigan,Morning Consult,7/28/2020,1320.0,55.0,45.0,0.55,0.013693063937629153,0,0
Michigan,YouGov/CBS News,7/26/2020,1177.0,53.0,47.0,0.53,0.014547843898909963,B,D +0.4
Michigan,CNN/SSRS,7/26/2020,927.0,56.0,44.0,0.56,0.016303486367811496,B+,D +0.0
Michigan,Gravis Marketing,7/23/2020,754.0,54.5,45.5,0.545,0.018135029924012468,0,0
Michigan,Fox News,7/23/2020,756.0,54.5,45.5,0.545,0.018111025903003376,A-,D +2.7
Michigan,Spry Strategies,7/22/2020,600.0,47.5,52.5,0.475,0.020386883037875114,0,0
Michigan,Public Policy,7/18/2020,1041.0,53.5,46.5,0.535,0.015458879171691484,B,D +0.4
Michigan,CNBC/Change Research,7/15/2020,824.0,53.0,47.0,0.53,0.017386944103053834,C-,D +1.6
Michigan,Public Policy,7/01/2020,1237.0,53.0,47.0,0.53,0.014190641022994426,B,D +0.4
Michigan,CNBC/Change Research,7/01/2020,699.0,52.5,47.5,0.525,0.01888808239743676,C-,D +1.6
Michigan,Redfield & Wilton,6/25/2020,826.0,55.5,44.5,0.555,0.017291651472712288,0,0
Michigan,NY Times / Siena College,6/25/2020,610.0,55.5,44.5,0.555,0.020121556827947678,A+,R +0.4
Michigan,Trafalgar Group,6/22/2020,1101.0,50.5,49.5,0.505,0.015067965912167615,0,0
Michigan,CNBC/Change Research,6/17/2020,353.0,51.0,49.0,0.51,0.02660699177531058,C-,D +1.6
Michigan,EPIC-MRA,6/16/2020,600.0,58.0,42.0,0.58,0.020149441679609883,0,0
Michigan,TIPP Battleground Poll,6/16/2020,862.0,56.5,43.5,0.565,0.01688555032401312,0,0
Michigan,EPIC-MRA,6/07/2020,600.0,56.0,44.0,0.56,0.020264912204760885,0,0
Michigan,CNBC/Change Research,6/03/2020,579.0,51.0,49.0,0.51,0.020775134599240994,C-,D +1.6
Michigan,Public Policy,6/01/2020,1582.0,53.0,47.0,0.53,0.012548263336758887,B,D +0.4
Michigan,Redfield & Wilton,5/21/2020,970.0,54.0,46.0,0.54,0.01600257711204055,0,0
Michigan,Change Research,5/21/2020,3070.0,51.5,48.5,0.515,0.009019974215784666,0,0
Michigan,Public Policy,5/20/2020,1234.0,53.0,47.0,0.53,0.014207880115428628,B,D +0.4
Michigan,Public Policy,4/30/2020,1270.0,54.0,46.0,0.54,0.013985369182867587,B,D +0.4
Michigan,Public Policy,4/23/2020,1277.0,53.5,46.5,0.535,0.013957509072699437,B,D +0.4
Michigan,Ipsos/Reuters,4/22/2020,612.0,54.0,46.0,0.54,0.02014652210534554,B-,D +0.5
Michigan,Fox News,4/22/2020,801.0,54.0,46.0,0.54,0.0176100073694068,A-,D +2.7
Michigan,Hart Research,4/13/2020,303.0,54.5,45.5,0.545,0.028607679736986594,0,0
Michigan,Public Policy,4/02/2020,1019.0,51.5,48.5,0.515,0.015656237176035207,B,D +0.4
Michigan,Baldwin Wallace Univ.,3/25/2020,997.0,52.5,47.5,0.525,0.015815352545181696,C/D,D +8.3
Michigan,MRG,3/25/2020,600.0,51.5,48.5,0.515,0.020403226868970177,B/C,R +5.5
Michigan,Yahoo/YouGov,3/09/2020,564.0,52.0,48.0,0.52,0.021036948245631105,B,D +0.4
Michigan,Monmouth University,3/09/2020,977.0,53.5,46.5,0.535,0.015957177854394104,0,0
Michigan,Expedition Strategies,2/24/2020,500.0,50.0,50.0,0.5,0.022360679774997897,0,0
Michigan,Univ. of Wisconsin-Madison,2/23/2020,1249.0,52.0,48.0,0.52,0.014136473106737692,B/C,D +4.1
Michigan,Quinnipiac,2/20/2020,845.0,52.0,48.0,0.52,0.01718675697694639,B+,D +0.2
Michigan,EPIC-MRA,1/15/2020,600.0,53.0,47.0,0.53,0.02037563904928301,0,0
Michigan,Glengariff Group,1/09/2020,600.0,53.5,46.5,0.535,0.020362342694297236,0,0
Minnesota,Morning Consult,10/13/2020,898.0,53.0,47.0,0.53,0.016655155638844094,0,0
Minnesota,SurveyUSA,10/07/2020,929.0,53.5,46.5,0.535,0.016364227571927563,0,0
Minnesota,Mason-Dixon,9/26/2020,800.0,53.0,47.0,0.53,0.017645821035021294,B+,R +0.7
Minnesota,Suffolk University,9/25/2020,500.0,53.5,46.5,0.535,0.022305828834634233,0,0
Minnesota,Redfield & Wilton,9/20/2020,718.0,54.5,45.5,0.545,0.018584108285843157,0,0
Minnesota,ABC News / Wash. Post,9/16/2020,615.0,58.0,42.0,0.58,0.0199021999029155,A+,D +0.8
Minnesota,Morning Consult,9/15/2020,643.0,52.0,48.0,0.52,0.019702294393156038,0,0
Minnesota,YouGov/CBS News,9/13/2020,1087.0,54.5,45.5,0.545,0.01510390263756373,B,D +0.4
Minnesota,NY Times / Siena College,9/12/2020,814.0,54.5,45.5,0.545,0.01745387040566052,A+,R +0.4
Minnesota,SurveyUSA,9/09/2020,553.0,54.5,45.5,0.545,0.02117587593274449,0,0
Minnesota,Public Policy,9/04/2020,877.0,54.0,46.0,0.54,0.01682968545245972,B,D +0.4
Minnesota,Morning Consult,9/01/2020,,53.5,46.5,0.535,,0,0
Minnesota,Trafalgar Group,8/20/2020,1141.0,50.0,50.0,0.5,0.014802231160433424,0,0
Minnesota,Emerson College,8/11/2020,733.0,51.5,48.5,0.515,0.018459608943488512,0,0
Minnesota,Public Policy,7/31/2020,1218.0,55.0,45.0,0.55,0.014254892859763968,B,D +0.4
Minnesota,Morning Consult,7/28/2020,662.0,51.5,48.5,0.515,0.01942430501659309,0,0
Minnesota,Trafalgar Group,7/27/2020,1129.0,52.5,47.5,0.525,0.014862076264593618,0,0
Minnesota,Fox News,7/23/2020,776.0,56.5,43.5,0.565,0.017796639031703212,A-,D +2.7
Minnesota,Gravis Marketing,6/19/2020,600.0,58.5,41.5,0.585,0.020115292689891442,0,0
Minnesota,Mason-Dixon,5/24/2020,800.0,52.5,47.5,0.525,0.017655558614781918,B+,R +0.7
Mississippi,Axios / SurveyMonkey,10/17/2020,1290.0,40.0,60.0,0.4,0.013639886789409469,D-,D +5.6
Mississippi,Axios / SurveyMonkey,10/01/2020,782.0,44.5,55.5,0.445,0.01777146049665427,D-,D +5.6
Mississippi,Millsaps College,6/16/2020,568.0,45.5,54.5,0.455,0.020894394086102427,0,0
Mississippi,Millsaps College,4/20/2020,508.0,44.5,55.5,0.445,0.022049291595026804,0,0
Mississippi,Mason-Dixon,3/05/2020,625.0,42.5,57.5,0.425,0.019773719933285187,B+,R +0.7
Missouri,SLU/YouGov,10/13/2020,931.0,45.5,54.5,0.455,0.016320336499553147,C/D,D +8.5
Missouri,Remington Research,10/03/2020,980.0,47.5,52.5,0.475,0.015951936738662353,C-,D +2.0
Missouri,Remington Research,9/19/2020,1046.0,46.0,54.0,0.46,0.015410259550909137,C-,D +2.0
Missouri,We Ask America,9/08/2020,500.0,47.5,52.5,0.475,0.022332711434127295,0,0
Missouri,Trafalgar Group,8/31/2020,1015.0,44.5,55.5,0.445,0.015598882112276806,0,0
Missouri,SLU/YouGov,7/13/2020,900.0,46.5,53.5,0.465,0.016625783189572352,C/D,D +8.5
Missouri,Remington Research,6/13/2020,1152.0,46.0,54.0,0.46,0.014684175155588414,C-,D +2.0
Missouri,We Ask America,5/28/2020,500.0,48.0,52.0,0.48,0.022342784070030305,0,0
Missouri,Remington Research,3/01/2020,1050.0,45.0,55.0,0.45,0.01535298947157477,C-,D +2.0
Montana,Montana State U.,10/14/2020,1607.0,46.5,53.5,0.465,0.012442149893161869,B/C,D +3.0
Montana,Public Policy,10/12/2020,798.0,47.0,53.0,0.47,0.01766791975505826,B,D +0.4
Montana,Emerson College,10/07/2020,500.0,43.5,56.5,0.435,0.02217092690890482,0,0
Montana,NY Times / Siena College,9/20/2020,625.0,46.5,53.5,0.465,0.019950939827486823,A+,R +0.4
Montana,Fabrizio Ward / Hart Research,9/10/2020,800.0,46.5,53.5,0.465,0.017634306053825877,0,0
Montana,Expedition Strategies,9/01/2020,400.0,48.0,52.0,0.48,0.024979991993593593,0,0
Montana,Emerson College,8/03/2020,584.0,44.5,55.5,0.445,0.020564590860512492,0,0
Montana,Public Policy,7/28/2020,917.0,47.5,52.5,0.475,0.016490802433038125,B,D +0.4
Montana,Spry Strategies,7/22/2020,700.0,45.0,55.0,0.45,0.018803495115840264,0,0
Montana,Civiqs,7/14/2020,873.0,48.0,52.0,0.48,0.01690889271717584,0,0
Montana,Public Policy,7/13/2020,1224.0,45.5,54.5,0.455,0.01423355030371432,B,D +0.4
Montana,U. of Montana Big Sky Poll,7/02/2020,517.0,43.0,57.0,0.43,0.021773406667561813,0,0
Montana,Montana State U.,5/05/2020,459.0,47.5,52.5,0.475,0.023308810643075963,B/C,D +3.0
Montana,U. of Montana Big Sky Poll,2/26/2020,498.0,39.0,61.0,0.39,0.021856597250567024,0,0
Nebraska,Axios / SurveyMonkey,10/17/2020,1292.0,46.0,54.0,0.46,0.013865787461212028,D-,D +5.6
Nebraska,Axios / SurveyMonkey,10/01/2020,799.0,42.0,58.0,0.42,0.01746084480707394,D-,D +5.6
Nevada,WPA Intelligence,10/13/2020,512.0,51.0,49.0,0.51,0.022092667052667048,B/C,R +2.1
Nevada,YouGov/CBS News,10/11/2020,1036.0,53.0,47.0,0.53,0.01550625729968439,B,D +0.4
Nevada,NY Times / Siena College,10/07/2020,660.0,53.0,47.0,0.53,0.019427409565462978,A+,R +0.4
Nevada,Qualtrics,9/28/2020,641.0,52.5,47.5,0.525,0.019724111174460178,0,0
Nevada,Fox News,9/24/2020,810.0,55.5,44.5,0.555,0.017461598077135074,A-,D +2.7
Nevada,NY Times / Siena College,9/12/2020,462.0,52.0,48.0,0.52,0.023243488125919056,A+,R +0.4
Nevada,Qualtrics,9/01/2020,682.0,52.5,47.5,0.525,0.019122042063247892,0,0
Nevada,Anzalone Liszt Grove,5/06/2020,763.0,52.0,48.0,0.52,0.018086728587087327,0,0
Nevada,Fox News,1/09/2020,1505.0,54.0,46.0,0.54,0.012847172213644651,A-,D +2.7
New Hampshire,Suffolk University,10/14/2020,500.0,55.0,45.0,0.55,0.022248595461286987,0,0
New Hampshire,Univ. of New Hampshire,10/13/2020,899.0,56.0,44.0,0.56,0.01655543154622883,B-,D +3.7
New Hampshire,St. Anselm College,10/08/2020,1147.0,56.0,44.0,0.56,0.014656782487496666,0,0
New Hampshire,Emerson College,10/01/2020,700.0,53.5,46.5,0.535,0.01885186614483715,0,0
New Hampshire,Univ. of New Hampshire,9/30/2020,972.0,54.5,45.5,0.545,0.015972423509198648,B-,D +3.7
New Hampshire,American Research Group,9/29/2020,600.0,54.5,45.5,0.545,0.020329576155608032,0,0
New Hampshire,UMass Lowell,9/29/2020,657.0,54.5,45.5,0.545,0.01942769445982598,A/B,R +0.8
New Hampshire,NY Times / Siena College,9/12/2020,445.0,51.5,48.5,0.515,0.023691604733142514,A+,R +0.4
New Hampshire,St. Anselm College,8/20/2020,1042.0,54.0,46.0,0.54,0.015439809452545136,0,0
