State,Poll Source,Poll Date,Sample Size,Reported Proportion for Biden,Reported Proportion for Trump,Estimated p hat Biden wins,Estimated std dev,Grade,Bias
New Hampshire,Univ. of New Hampshire,7/30/2020,1893.0,56.5,43.5,0.565,0.011394454680428647,B-,D +3.7
New Hampshire,St. Anselm College,6/18/2020,1072.0,53.5,46.5,0.535,0.015233720206938408,0,0
New Hampshire,St. Anselm College,4/29/2020,820.0,54.0,46.0,0.54,0.017404793284273523,0,0
New Hampshire,Granite State Poll,2/27/2020,576.0,49.0,51.0,0.49,0.020829166249916646,0,0
New Hampshire,NBC News/Marist,1/26/2020,2223.0,54.0,46.0,0.54,0.010570756391491534,A+,R +0.4
New Jersey,Stockton University,10/16/2020,721.0,60.0,40.0,0.6,0.01824475301237764,0,0
New Jersey,Fairleigh Dickinson,10/09/2020,582.0,57.5,42.5,0.575,0.020491176543849375,A/B,D +0.1
New Jersey,Emerson College,9/08/2020,500.0,58.5,41.5,0.585,0.022035199114144623,0,0
New Jersey,Rutgers-Eagleton,5/14/2020,689.0,61.5,38.5,0.615,0.018537805094099503,B/C,R +0.1
New Jersey,Quinnipiac,5/06/2020,941.0,59.5,40.5,0.595,0.016002623323731417,B+,D +0.2
New Jersey,Monmouth University,4/23/2020,635.0,58.0,42.0,0.58,0.019586271907744323,0,0
New Jersey,Fairleigh Dickinson,2/18/2020,715.0,59.0,41.0,0.59,0.018393522727353735,A/B,D +0.1
New Mexico,Public Policy,10/06/2020,886.0,57.0,43.0,0.57,0.0166323951627166,B,D +0.4
New Mexico,Albuquerque Journal,9/06/2020,1123.0,57.5,42.5,0.575,0.014751578993921002,0,0
New Mexico,Public Policy,6/16/2020,740.0,57.0,43.0,0.57,0.018199346587617266,B,D +0.4
New Mexico,Public Policy,4/24/2020,1009.0,56.0,44.0,0.56,0.01562696964790712,B,D +0.4
New Mexico,Emerson College,1/06/2020,967.0,54.0,46.0,0.54,0.01602738091475199,0,0
New York,Siena College,10/02/2020,504.0,66.0,34.0,0.66,0.02110066575343288,0,0
New York,Public Policy,8/25/2020,1029.0,65.5,34.5,0.655,0.014819123253221463,B,D +0.4
New York,Siena College,6/30/2020,806.0,62.5,37.5,0.625,0.017052502490575012,0,0
New York,Siena College,5/27/2020,796.0,62.5,37.5,0.625,0.017159281883979565,0,0
New York,Quinnipiac,5/06/2020,915.0,61.5,38.5,0.615,0.016086344886371135,B+,D +0.2
New York,Siena College,4/27/2020,803.0,68.0,32.0,0.68,0.016461585911139852,0,0
New York,Siena College,3/30/2020,566.0,62.5,37.5,0.625,0.02034920406323223,0,0
New York,Siena College,2/24/2020,658.0,59.5,40.5,0.595,0.019136964342740443,0,0
North Carolina,Emerson College,10/15/2020,721.0,50.0,50.0,0.5,0.018620973068096465,0,0
North Carolina,Civiqs,10/15/2020,1211.0,52.5,47.5,0.525,0.014350082072633922,0,0
North Carolina,NY Times / Siena College,10/14/2020,627.0,52.0,48.0,0.52,0.01995209573959372,A+,R +0.4
North Carolina,Susquehanna,10/14/2020,500.0,51.0,49.0,0.51,0.022356207191739835,C,D +1.7
North Carolina,SurveyUSA,10/13/2020,669.0,52.5,47.5,0.525,0.01930693780830177,0,0
North Carolina,Ipsos/Reuters,10/13/2020,660.0,50.5,49.5,0.505,0.019461500456028565,B-,D +0.5
North Carolina,Monmouth University,10/13/2020,500.0,51.5,48.5,0.515,0.02235061520406094,0,0
North Carolina,Morning Consult,10/13/2020,1993.0,52.0,48.0,0.52,0.011190993439797629,0,0
North Carolina,Redfield & Wilton,10/09/2020,938.0,52.5,47.5,0.525,0.016305158967493197,0,0
North Carolina,CNBC/Change Research,10/06/2020,396.0,51.0,49.0,0.51,0.02512091968978457,C-,D +1.6
North Carolina,Ipsos/Reuters,10/06/2020,693.0,50.0,50.0,0.5,0.018993429409939658,B-,D +0.5
North Carolina,East Carolina Univ.,10/06/2020,1232.0,52.0,48.0,0.52,0.014233671437735332,B/C,
North Carolina,Public Policy,10/05/2020,911.0,52.0,48.0,0.52,0.016552481151544268,B,D +0.4
North Carolina,Redfield & Wilton,10/02/2020,1097.0,51.0,49.0,0.51,0.015093147430602277,0,0
North Carolina,UMass Lowell,9/29/2020,921.0,49.5,50.5,0.495,0.01647473635937004,A/B,R +0.8
North Carolina,Meredith College,9/28/2020,705.0,50.5,49.5,0.505,0.018830147850856255,0,0
North Carolina,YouGov/CBS News,9/27/2020,1194.0,51.0,49.0,0.51,0.014467082719472517,B,D +0.4
North Carolina,Civitas,9/23/2020,612.0,49.5,50.5,0.495,0.02021029149599137,0,0
North Carolina,CNBC/Change Research,9/23/2020,579.0,51.0,49.0,0.51,0.020775134599240994,C-,D +1.6
North Carolina,Ipsos/Reuters,9/22/2020,586.0,50.0,50.0,0.5,0.02065480961930069,B-,D +0.5
North Carolina,Emerson College,9/20/2020,717.0,50.5,49.5,0.505,0.01867190850888084,0,0
North Carolina,Redfield & Wilton,9/18/2020,1092.0,51.0,49.0,0.51,0.015127661876382413,0,0
North Carolina,NY Times / Siena College,9/18/2020,653.0,50.5,49.5,0.505,0.0195655336548112,A+,R +0.4
North Carolina,Kaiser Family Foundation,9/17/2020,1172.0,51.0,49.0,0.51,0.014602234622573911,0,0
North Carolina,Suffolk University,9/17/2020,500.0,51.5,48.5,0.515,0.02235061520406094,0,0
North Carolina,CNN/SSRS,9/15/2020,787.0,51.5,48.5,0.515,0.017815052955773854,B+,D +0.0
North Carolina,SurveyUSA,9/14/2020,596.0,50.0,50.0,0.5,0.02048079801297601,0,0
North Carolina,Trafalgar Group,9/14/2020,1046.0,49.0,51.0,0.49,0.01545671808124908,0,0
North Carolina,Rasmussen Reports,9/11/2020,1000.0,49.0,51.0,0.49,0.0158082257068907,C+,R +1.6
North Carolina,Benenson / GS Strategy,9/10/2020,1600.0,50.0,50.0,0.5,0.0125,B/C,D +3.8
North Carolina,CNBC/Change Research,9/09/2020,442.0,51.0,49.0,0.51,0.02377781771703651,C-,D +1.6
North Carolina,Redfield & Wilton,9/08/2020,951.0,49.5,50.5,0.495,0.016212800177326105,0,0
North Carolina,Monmouth University,9/03/2020,401.0,51.0,49.0,0.51,0.024963814210775658,0,0
North Carolina,Fox News,9/02/2020,722.0,52.0,48.0,0.52,0.01859318077121652,A-,D +2.7
North Carolina,East Carolina Univ.,9/01/2020,1101.0,49.0,51.0,0.49,0.015065705321664733,B/C,
North Carolina,Morning Consult,9/01/2020,,51.0,49.0,0.51,,0,0
North Carolina,CNBC/Change Research,8/26/2020,560.0,50.5,49.5,0.505,0.021127799898982114,C-,D +1.6
North Carolina,Morning Consult,8/24/2020,1541.0,51.5,48.5,0.515,0.012731312092336454,0,0
North Carolina,Redfield & Wilton,8/21/2020,967.0,49.0,51.0,0.49,0.016075699929758713,0,0
North Carolina,East Carolina Univ.,8/16/2020,1255.0,50.0,50.0,0.5,0.014113935923440917,B/C,
North Carolina,Civitas,8/13/2020,600.0,50.5,49.5,0.505,0.020411393876950196,0,0
North Carolina,CNBC/Change Research,8/12/2020,491.0,49.5,50.5,0.495,0.022563555857912927,C-,D +1.6
North Carolina,Emerson College,8/11/2020,673.0,49.0,51.0,0.49,0.01926972851002125,0,0
North Carolina,YouGov/CBS News,8/02/2020,1129.0,52.0,48.0,0.52,0.01486877944899725,B,D +0.4
North Carolina,Redfield & Wilton,7/30/2020,919.0,50.5,49.5,0.505,0.016492653424327233,0,0
North Carolina,Cardinal Point Analytics,7/29/2020,735.0,49.5,50.5,0.495,0.018441855677136357,0,0
North Carolina,CNBC/Change Research,7/29/2020,284.0,51.5,48.5,0.515,0.029656187155798,C-,D +1.6
North Carolina,Public Policy,7/28/2020,884.0,51.5,48.5,0.515,0.016809250577505694,B,D +0.4
North Carolina,Morning Consult,7/28/2020,1504.0,50.0,50.0,0.5,0.012892765578234917,0,0
North Carolina,NBC News/Marist,7/27/2020,882.0,53.5,46.5,0.535,0.016794577194119885,A+,R +0.4
North Carolina,Spry Strategies,7/22/2020,600.0,48.5,51.5,0.485,0.020403226868970177,0,0
North Carolina,Cardinal Point Analytics,7/20/2020,547.0,49.5,50.5,0.495,0.02137738729091421,0,0
North Carolina,CNBC/Change Research,7/15/2020,655.0,50.5,49.5,0.505,0.01953563977386064,C-,D +1.6
North Carolina,Public Policy,7/09/2020,818.0,52.0,48.0,0.52,0.017468098761102432,B,D +0.4
North Carolina,CNBC/Change Research,7/01/2020,468.0,53.5,46.5,0.535,0.023055812994134752,C-,D +1.6
North Carolina,East Carolina Univ.,6/30/2020,1149.0,50.5,49.5,0.505,0.014749872770173051,B/C,
North Carolina,Fox News,6/25/2020,1012.0,51.0,49.0,0.51,0.015714221549070786,A-,D +2.7
North Carolina,Redfield & Wilton,6/25/2020,902.0,53.0,47.0,0.53,0.01661818521447563,0,0
North Carolina,NY Times / Siena College,6/25/2020,653.0,54.5,45.5,0.545,0.01948710650818268,A+,R +0.4
North Carolina,Public Policy,6/24/2020,1157.0,51.0,49.0,0.51,0.014696585601736851,B,D +0.4
North Carolina,Gravis Marketing,6/20/2020,631.0,48.5,51.5,0.485,0.019895726591621574,0,0
North Carolina,CNBC/Change Research,6/17/2020,378.0,51.0,49.0,0.51,0.025712081034235855,C-,D +1.6
North Carolina,Public Policy,6/04/2020,949.0,52.0,48.0,0.52,0.016217697081587663,B,D +0.4
North Carolina,CNBC/Change Research,6/03/2020,620.0,50.5,49.5,0.505,0.020079479173299483,C-,D +1.6
North Carolina,Civitas,6/03/2020,500.0,48.5,51.5,0.485,0.02235061520406094,0,0
North Carolina,Meeting Street Insights,5/26/2020,500.0,50.0,50.0,0.5,0.022360679774997897,B/C,D +2.6
North Carolina,Redfield & Wilton,5/21/2020,859.0,51.0,49.0,0.51,0.017056367551139984,0,0
North Carolina,East Carolina Univ.,5/15/2020,1111.0,48.5,51.5,0.485,0.014993998199219573,B/C,
North Carolina,Civiqs,5/05/2020,1362.0,51.5,48.5,0.515,0.013542097304798413,0,0
North Carolina,Meredith College,5/01/2020,604.0,53.5,46.5,0.535,0.020294805716558305,0,0
North Carolina,Garin-Hart-Yang,4/29/2020,800.0,51.5,48.5,0.515,0.01766971278770541,B/C,D +3.2
North Carolina,SurveyUSA,4/28/2020,580.0,52.5,47.5,0.525,0.020735402010853905,0,0
North Carolina,Public Policy,4/23/2020,1275.0,51.5,48.5,0.515,0.013996498161480025,B,D +0.4
North Carolina,Public Policy,4/16/2020,1318.0,50.5,49.5,0.505,0.013771796078328536,B,D +0.4
North Carolina,Civitas,4/15/2020,500.0,46.5,53.5,0.465,0.022305828834634233,0,0
North Carolina,East Carolina Univ.,3/01/2020,1288.0,51.0,49.0,0.51,0.013929168644626096,B/C,
North Carolina,NBC News/Marist,3/01/2020,1733.0,52.0,48.0,0.52,0.012001154012600638,A+,R +0.4
North Dakota,Axios / SurveyMonkey,10/17/2020,457.0,40.0,60.0,0.4,0.022916459451354128,D-,D +5.6
North Dakota,DFM Research,9/29/2020,500.0,40.5,59.5,0.405,0.02195335965177084,0,0
North Dakota,DFM Research,3/09/2020,400.0,41.5,58.5,0.415,0.024636101558485262,0,0
North Dakota,DFM Research,2/06/2020,600.0,40.5,59.5,0.405,0.02004058382383108,0,0
Ohio,Quinnipiac,10/14/2020,1160.0,50.5,49.5,0.505,0.014679771444241645,B+,D +0.2
Ohio,Morning Consult,10/13/2020,2283.0,48.5,51.5,0.485,0.010459755384243177,0,0
Ohio,Baldwin Wallace Univ.,10/11/2020,1009.0,49.0,51.0,0.49,0.01573756529288661,C/D,D +8.3
Ohio,NY Times / Siena College,10/07/2020,661.0,50.5,49.5,0.505,0.01944677362799747,A+,R +0.4
Ohio,Trafalgar Group,10/05/2020,1035.0,48.0,52.0,0.48,0.015529308429220378,0,0
Ohio,YouGov/CBS News,10/04/2020,1114.0,50.0,50.0,0.5,0.014980537942799495,B,D +0.4
Ohio,Fox News,9/24/2020,830.0,52.5,47.5,0.525,0.01733354572004573,A-,D +2.7
Ohio,Quinnipiac,9/24/2020,1085.0,50.5,49.5,0.505,0.015178659528071787,B+,D +0.2
Ohio,Baldwin Wallace Univ.,9/23/2020,1011.0,50.5,49.5,0.505,0.015724350316573918,C/D,D +8.3
Ohio,Rasmussen Reports,9/08/2020,1000.0,52.0,48.0,0.52,0.0157987341265052,C+,R +1.6
Ohio,Morning Consult,9/01/2020,,47.5,52.5,0.475,,0,0
Ohio,Civiqs,8/21/2020,637.0,50.0,50.0,0.5,0.019810721293758184,0,0
Ohio,Morning Consult,7/28/2020,1741.0,48.5,51.5,0.485,0.011977745974158991,0,0
Ohio,YouGov/CBS News,7/26/2020,1227.0,49.5,50.5,0.495,0.014273353017317558,B,D +0.4
Ohio,Your Voice Ohio,7/15/2020,1037.0,52.0,48.0,0.52,0.015514325976692951,0,0
Ohio,Quinnipiac,6/24/2020,1139.0,50.5,49.5,0.505,0.01481448049406536,B+,D +0.2
Ohio,Fox News,6/03/2020,803.0,51.0,49.0,0.51,0.017641087554685502,A-,D +2.7
Ohio,Emerson College,5/11/2020,725.0,48.5,51.5,0.485,0.01856117564647537,0,0
Ohio,Baldwin Wallace Univ.,4/27/2020,797.0,50.5,49.5,0.505,0.0177100231068219,C/D,D +8.3
Ohio,Baldwin Wallace Univ.,3/25/2020,1025.0,48.0,52.0,0.48,0.015604877286347086,C/D,D +8.3
Ohio,NBC News/Marist,3/16/2020,1710.0,52.0,48.0,0.52,0.012081593946193596,A+,R +0.4
Oklahoma,Axios / SurveyMonkey,10/17/2020,2015.0,41.0,59.0,0.41,0.010956716104360982,D-,D +5.6
Oklahoma,Amber Integrated,9/24/2020,500.0,39.0,61.0,0.39,0.02181284025522582,0,0
Oklahoma,Sooner Poll,9/09/2020,486.0,37.5,62.5,0.375,0.02196026152894708,B/C,D +5.4
Oklahoma,Amber Integrated,6/08/2020,500.0,40.5,59.5,0.405,0.02195335965177084,0,0
Oklahoma,Amber Integrated,3/12/2020,500.0,38.0,62.0,0.38,0.021707141681944216,0,0
Oklahoma,Sooner Survey,2/18/2020,500.0,36.0,64.0,0.36,0.02146625258399798,B/C,D +5.4
Oregon,Axios / SurveyMonkey,10/17/2020,3444.0,61.0,39.0,0.61,0.008311236674061497,D-,D +5.6
Oregon,Civiqs,9/30/2020,944.0,58.5,41.5,0.585,0.01603673616356087,0,0
Oregon,DHM Research,9/11/2020,502.0,56.0,44.0,0.56,0.0221548336348178,0,0
Pennsylvania,Hill-HarrisX,10/16/2020,992.0,52.5,47.5,0.525,0.015855159687296668,0,0
Pennsylvania,InsiderAdvantage,10/15/2020,400.0,51.5,48.5,0.515,0.024988747467610296,B-,D +1.8
Pennsylvania,RMG Research,10/14/2020,800.0,53.0,47.0,0.53,0.017645821035021294,0,0
Pennsylvania,Trafalgar Group,10/13/2020,1034.0,51.0,49.0,0.51,0.015546150176162798,0,0
Pennsylvania,Morning Consult,10/13/2020,2610.0,54.0,46.0,0.54,0.009755634976417652,0,0
Pennsylvania,Ipsos/Reuters,10/12/2020,622.0,53.5,46.5,0.535,0.01999899515160587,B-,D +0.5
Pennsylvania,Baldwin Wallace Univ.,10/11/2020,1140.0,52.5,47.5,0.525,0.014790199457749039,C/D,D +8.3
Pennsylvania,Redfield & Wilton,10/09/2020,927.0,53.5,46.5,0.535,0.016381870949097366,0,0
Pennsylvania,Quinnipiac,10/07/2020,1211.0,56.5,43.5,0.565,0.014246125989116143,B+,D +0.2
Pennsylvania,CNBC/Change Research,10/06/2020,468.0,52.0,48.0,0.52,0.023094010767585032,C-,D +1.6
Rhode Island,Axios / SurveyMonkey,10/17/2020,580.0,68.5,31.5,0.685,0.019287971953239808,D-,D +5.6
Rhode Island,Axios / SurveyMonkey,10/01/2020,351.0,62.5,37.5,0.625,0.025840569706085094,D-,D +5.6
South Carolina,NY Times / Siena College,10/15/2020,605.0,46.0,54.0,0.46,0.020262737041098232,A+,R +0.4
South Carolina,Morning Consult,10/13/2020,903.0,44.0,56.0,0.44,0.016518723227122115,0,0
South Carolina,Quinnipiac,9/30/2020,1123.0,49.5,50.5,0.495,0.014919642279044071,B+,D +0.2
South Carolina,YouGov/CBS News,9/27/2020,1065.0,45.0,55.0,0.45,0.01524448641959391,B,D +0.4
South Carolina,Morning Consult,9/22/2020,764.0,47.0,53.0,0.47,0.018056774917433294,0,0
South Carolina,Quinnipiac,9/16/2020,969.0,47.0,53.0,0.47,0.01603337592170945,B+,D +0.2
South Carolina,Quinnipiac,8/06/2020,914.0,47.5,52.5,0.475,0.01651784394193604,B+,D +0.2
South Carolina,Morning Consult,8/04/2020,741.0,47.5,52.5,0.475,0.01834498464263357,0,0
South Carolina,Gravis Marketing,7/18/2020,604.0,48.0,52.0,0.48,0.02032842918458243,0,0
South Carolina,Civiqs,5/27/2020,591.0,45.0,55.0,0.45,0.020464157101828674,0,0
South Dakota,Axios / SurveyMonkey,10/17/2020,723.0,45.0,55.0,0.45,0.018501990472710828,D-,D +5.6
South Dakota,Axios / SurveyMonkey,10/01/2020,354.0,41.5,58.5,0.415,0.026187880493574938,D-,D +5.6
Tennessee,Axios / SurveyMonkey,10/17/2020,3644.0,41.0,59.0,0.41,0.008147582187339453,D-,D +5.6
Tennessee,Axios / SurveyMonkey,10/01/2020,2329.0,41.5,58.5,0.415,0.010209800055571759,D-,D +5.6
Tennessee,Vanderbilt University,6/09/2020,1000.0,45.5,54.5,0.455,0.015747221977225064,0,0
Tennessee,East Tennessee State,5/19/2020,536.0,41.5,58.5,0.415,0.021282350265791155,B/C,D +9.9
Tennessee,Mason-Dixon,2/06/2020,625.0,42.0,58.0,0.42,0.019742340286804907,B+,R +0.7
Texas,Morning Consult,10/13/2020,3455.0,49.0,51.0,0.49,0.00850470202797605,0,0
Texas,Univ. of Texas / Texas Tribune,10/09/2020,908.0,47.5,52.5,0.475,0.016572328456936323,B/C,R +4.1
Texas,Crosswind Media,10/08/2020,1000.0,46.5,53.5,0.465,0.01577260282895629,0,0
Texas,Civiqs,10/07/2020,895.0,50.0,50.0,0.5,0.01671315676162189,0,0
Texas,UMass Lowell,9/29/2020,882.0,48.0,52.0,0.48,0.01682240165014828,A/B,R +0.8
Texas,Quinnipiac,9/24/2020,1078.0,47.5,52.5,0.475,0.015209574906326895,B+,D +0.2
Texas,NY Times / Siena College,9/24/2020,653.0,48.5,51.5,0.485,0.019557705092467275,A+,R +0.4
Texas,YouGov/CBS News,9/20/2020,1140.0,49.0,51.0,0.49,0.014805759903354825,B,D +0.4
Texas,Public Policy,9/08/2020,743.0,49.5,50.5,0.495,0.018342303772198344,B,D +0.4
Texas,UT Tyler,9/06/2020,901.0,49.0,51.0,0.49,0.016654083300081026,B/C,R +4.1
Utah,Y2 Analytics,10/05/2020,1214.0,45.0,55.0,0.45,0.01427835771985969,0,0
Utah,Hinckley-Deseret News,9/17/2020,1000.0,41.0,59.0,0.41,0.01555313473226539,0,0
Utah,Hinckley-Deseret News,8/07/2020,1000.0,40.5,59.5,0.405,0.015523369479594306,0,0
Utah,Y2 Analytics,5/26/2020,1078.0,48.5,51.5,0.485,0.015221768174068461,0,0
Utah,Hinckley-Deseret News,4/29/2020,964.0,40.5,59.5,0.405,0.015810568186818634,0,0
Utah,Y2 Analytics,4/13/2020,1266.0,47.5,52.5,0.475,0.014034909083630788,0,0
Utah,Hinckley-Deseret News,3/05/2020,1000.0,41.5,58.5,0.415,0.015581238718407466,0,0
Utah,Hinckley-Deseret News,1/31/2020,1017.0,41.0,59.0,0.41,0.01542259512894337,0,0
Vermont,Axios / SurveyMonkey,10/17/2020,651.0,67.5,32.5,0.675,0.018357057684179032,D-,D +5.6
Vermont,Vermont Public Radio,9/22/2020,604.0,62.0,38.0,0.62,0.019750094307763772,0,0
Virginia,Roanoke College,10/15/2020,602.0,57.5,42.5,0.575,0.02014791647307433,0,0
Virginia,Civiqs,10/15/2020,1231.0,56.5,43.5,0.565,0.014129923999581743,0,0
Virginia,Christopher Newport Univ.,9/24/2020,796.0,52.5,47.5,0.525,0.01769986372488209,B/C,D +2.7
Virginia,VCU,9/15/2020,693.0,57.0,43.0,0.57,0.01880637268799206,B/C,R +1.9
Virginia,Roanoke College,8/26/2020,566.0,57.0,43.0,0.57,0.020809585994390915,0,0
Virginia,VCU,7/30/2020,725.0,55.5,44.5,0.555,0.018456846220679012,B/C,R +1.9
Virginia,Morning Consult,7/28/2020,1156.0,55.5,44.5,0.555,0.014616640987984425,0,0
Virginia,Roanoke College,5/19/2020,563.0,56.0,44.0,0.56,0.020920215520083666,0,0
Virginia,VCU,4/14/2020,663.0,55.0,45.0,0.55,0.019321055028667933,B/C,R +1.9
Virginia,Hampton University,3/02/2020,768.0,53.5,46.5,0.535,0.017997938249977412,0,0
Washington,SurveyUSA,10/12/2020,591.0,60.5,39.5,0.605,0.020108630535086568,0,0
Washington,Strategies 360,9/22/2020,501.0,61.0,39.0,0.61,0.021791060079794134,0,0
Washington,SurveyUSA,7/28/2020,534.0,67.0,33.0,0.67,0.020348094353531604,0,0
Washington,Public Policy,5/22/2020,1070.0,61.0,39.0,0.61,0.014910950626909433,B,D +0.4
Washington,SurveyUSA,5/21/2020,530.0,63.0,37.0,0.63,0.02097167901610925,0,0
Washington,EMC Research,4/20/2020,583.0,56.5,43.5,0.565,0.02053215693169087,0,0
West Virginia,Research America,10/13/2020,450.0,43.0,57.0,0.43,0.02333809475228573,B/C,D +1.7
West Virginia,Triton Polling,10/06/2020,525.0,41.0,59.0,0.41,0.021465365237095427,0,0
West Virginia,Axios / SurveyMonkey,10/01/2020,516.0,37.0,63.0,0.37,0.021254274535878935,D-,D +5.6
West Virginia,WPA Intelligence,1/13/2020,500.0,32.5,67.5,0.325,0.02094636006565341,B/C,R +2.1
Wisconsin,YouGov/CBS News,10/18/2020,1112.0,52.5,47.5,0.525,0.014975249364373864,B,D +0.4
Wisconsin,Trafalgar Group,10/15/2020,1043.0,51.0,49.0,0.51,0.015478931340252194,0,0
Wisconsin,Morning Consult,10/13/2020,1067.0,53.5,46.5,0.535,0.015269371367811282,0,0
Wisconsin,Ipsos/Reuters,10/12/2020,577.0,53.5,46.5,0.535,0.020764212313455738,B-,D +0.5
Wisconsin,NY Times / Siena College,10/12/2020,789.0,55.0,45.0,0.55,0.01771124538048515,A+,R +0.4
Wisconsin,Baldwin Wallace Univ.,10/11/2020,883.0,53.0,47.0,0.53,0.01679602498408889,C/D,D +8.3
Wisconsin,Redfield & Wilton,10/09/2020,688.0,55.0,45.0,0.55,0.01896677020720774,0,0
Wisconsin,Marquette Law,10/07/2020,700.0,52.5,47.5,0.525,0.018874586088176874,A/B,D +1.0
Wisconsin,CNBC/Change Research,10/06/2020,442.0,53.5,46.5,0.535,0.02372423584682628,C-,D +1.6
Wisconsin,Ipsos/Reuters,10/05/2020,601.0,53.0,47.0,0.53,0.020358680545263564,B-,D +0.5
Wyoming,Axios / SurveyMonkey,10/17/2020,499.0,35.0,65.0,0.35,0.021352091786223066,D-,D +5.6
Wyoming,Axios / SurveyMonkey,10/01/2020,236.0,34.5,65.5,0.345,0.030943839232400978,D-,D +5.6
